Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
6.83,Long,M,Yes,44,1,0,0,0,0,0,0
2.51,Long,F,No,24,1,0,1,0,0,0,0
2.99,Short,M,No,31,1,1,1,0,0,1,0
7.24,Short,M,Yes,30,0,1,0,0,0,0,1
5.05,Long,F,No,23,0,0,0,0,1,0,0
7.45,Long,F,No,24,0,0,0,0,0,0,0
3.03,Long,M,No,26,1,1,0,0,0,1,0
6.63,Short,F,No,36,0,1,0,0,0,0,0
8.57,Short,F,Yes,44,1,1,0,1,0,1,0
3.1,Medium,M,No,32,0,0,0,0,0,0,0
6.71,Short,M,No,52,1,0,0,0,0,1,0
9.73,Medium,M,Yes,52,1,1,0,0,1,0,0
5.18,Medium,M,Yes,26,1,1,1,0,1,1,0
9.74,Medium,M,No,32,0,0,0,0,0,0,0
9.16,Long,M,No,36,1,0,0,0,0,0,0
7.48,Long,M,No,32,0,0,0,0,0,0,0
2.84,Short,F,No,27,1,1,1,0,1,1,0
5.87,Long,M,Yes,48,0,0,0,0,1,0,1
7.04,Medium,F,Yes,46,1,1,1,0,0,1,0
6.29,Medium,M,No,29,0,0,0,0,0,0,0
8.62,Short,M,No,47,0,0,0,0,0,0,0
5.27,Medium,F,No,31,1,0,0,0,1,1,0
4.28,Medium,M,No,40,0,0,0,0,0,0,0
4.76,Long,F,No,31,0,1,0,0,1,0,0
3.87,Long,M,Yes,27,0,0,0,0,1,0,0
9.48,Long,F,No,40,0,0,0,0,1,0,0
2.81,Medium,F,Yes,37,1,0,0,0,0,0,0
4.51,Medium,M,Yes,24,1,0,1,0,0,1,0
4.64,Short,F,No,51,1,0,0,0,0,0,0
3.03,Medium,M,No,28,0,0,0,0,1,0,1
2.09,Medium,F,No,25,0,0,0,0,1,0,0
2.77,Medium,F,Yes,51,0,1,0,0,0,1,0
7.38,Long,M,Yes,49,0,1,0,0,0,0,0
2.13,Short,F,Yes,47,0,0,0,0,1,1,0
2.1,Medium,F,No,26,1,0,0,0,1,0,0
7.15,Short,F,Yes,25,1,1,0,0,0,0,0
8.49,Long,M,Yes,37,1,1,0,0,0,0,1
3.71,Medium,F,Yes,30,1,0,0,0,0,0,0
2.15,Medium,F,Yes,28,1,1,0,0,1,1,0
6.56,Long,F,Yes,42,0,0,0,0,1,1,0
6.44,Medium,M,Yes,43,0,0,0,0,1,0,1
7.38,Medium,F,Yes,45,0,0,0,0,1,0,0
6.38,Short,F,Yes,47,0,1,1,0,0,1,1
4.44,Medium,M,Yes,51,1,0,0,0,0,0,0
6.14,Medium,M,Yes,34,0,0,0,1,1,0,1
3.1,Long,F,Yes,24,1,1,1,0,1,1,1
6.51,Short,F,No,36,0,1,1,0,1,1,0
8.56,Long,M,Yes,38,0,0,0,0,0,0,0
9.05,Medium,F,Yes,38,1,1,1,0,0,1,0
9.91,Short,M,No,52,0,0,0,0,0,1,0
8.07,Medium,M,No,45,1,1,1,0,0,1,0
7.86,Medium,F,Yes,52,1,1,1,0,1,1,0
2.92,Long,F,Yes,52,1,0,0,0,0,1,0
6.15,Medium,F,No,43,1,1,0,0,1,1,0
2.24,Long,M,Yes,47,1,0,0,0,0,0,0
5.94,Short,M,Yes,33,0,1,0,0,0,1,0
9.53,Long,M,Yes,44,0,0,0,0,0,0,0
2.91,Long,F,No,42,1,1,0,0,1,1,0
6.69,Short,F,Yes,24,1,1,0,0,1,1,0
7.89,Short,F,Yes,27,0,0,0,0,0,0,0
7.64,Long,M,No,31,0,0,0,0,1,0,0
5.38,Medium,M,Yes,46,1,0,0,0,0,0,0
5.69,Long,M,No,30,1,1,1,0,0,1,1
8.48,Long,F,No,38,0,0,0,0,0,0,0
2.55,Medium,M,Yes,31,1,0,0,0,0,1,0
2.74,Short,M,Yes,24,1,1,0,1,0,1,0
4.07,Medium,M,No,48,0,0,0,0,1,0,0
7.86,Long,F,Yes,38,0,0,0,0,1,0,1
6.56,Medium,F,No,41,0,0,0,0,0,1,0
8.76,Short,M,Yes,40,0,1,0,0,1,0,0
8.38,Long,M,No,36,0,0,0,0,1,0,0
8.02,Medium,M,No,31,0,1,0,0,0,1,0
2.17,Long,F,No,39,0,0,0,0,1,0,0
2.27,Medium,M,No,49,1,1,0,0,1,1,0
9.9,Medium,F,No,22,0,0,1,1,1,0,0
9.76,Long,M,Yes,32,0,0,0,0,1,0,0
3.3,Long,F,Yes,31,1,1,1,0,0,1,0
5.4,Short,M,Yes,26,1,0,1,0,0,1,0
9.33,Long,F,Yes,29,0,0,0,0,0,0,0
5.16,Long,F,No,48,0,1,0,0,1,0,0
5.43,Long,F,No,36,0,0,1,0,0,1,0
7.25,Medium,M,Yes,46,0,0,0,0,0,0,1
6.19,Long,M,No,20,1,0,0,0,0,0,0
8.58,Medium,F,No,43,1,1,0,0,0,0,0
5.77,Medium,M,No,39,0,0,0,0,1,1,1
6.43,Medium,M,No,51,0,1,1,0,0,1,0
9.31,Long,M,Yes,46,0,0,0,0,0,0,0
3.73,Short,M,Yes,57,0,0,0,0,1,0,0
7.47,Medium,F,Yes,20,0,0,0,0,1,0,1
4.55,Long,F,Yes,36,1,0,0,0,1,0,1
7.23,Medium,F,Yes,50,1,1,1,1,1,1,1
4.88,Medium,M,No,45,1,1,1,0,1,1,0
9.13,Long,M,Yes,51,1,1,1,0,1,1,0
7.69,Long,F,No,47,1,0,1,0,1,1,1
3.93,Long,M,Yes,44,0,0,0,0,0,0,0
7.74,Medium,F,No,40,0,0,0,0,1,1,0
9.72,Short,M,No,34,0,0,0,0,0,0,0
5.96,Short,M,No,19,1,1,1,0,0,0,0
4.96,Medium,F,No,36,0,0,0,0,1,0,0
5.78,Short,M,Yes,51,0,0,0,0,1,0,1
9.81,Short,F,No,51,0,1,0,1,0,1,0
9.48,Short,M,Yes,48,0,0,0,0,0,1,0
3.53,Medium,F,No,37,1,1,0,0,0,1,0
5.23,Short,F,No,30,0,1,0,0,0,0,0
5.84,Long,F,No,26,1,0,0,0,0,0,0
3.22,Short,M,No,35,1,0,0,0,0,0,0
6.85,Short,F,Yes,45,1,1,1,0,0,1,0
2.85,Short,F,Yes,51,1,0,1,0,0,1,0
3.41,Long,F,Yes,36,0,0,1,0,1,1,0
7.45,Long,F,Yes,52,1,0,0,1,1,0,0
7.17,Short,M,No,52,1,1,0,1,1,0,0
5.21,Medium,F,Yes,35,1,1,1,0,0,1,0
7.99,Medium,F,No,28,0,0,1,0,0,1,1
3.8,Long,F,Yes,46,0,1,1,0,0,1,0
6.39,Long,F,Yes,22,0,0,0,0,0,0,0
7.1,Medium,M,Yes,20,1,1,0,0,1,1,0
3.43,Medium,F,Yes,30,1,1,0,0,0,1,0
2.13,Short,M,Yes,24,1,0,0,0,0,0,0
8.71,Medium,M,No,42,0,0,0,0,0,0,0
2.66,Short,F,No,50,0,0,0,0,0,0,0
5.97,Medium,F,Yes,45,1,0,1,0,1,1,0
3.87,Medium,M,No,21,0,0,0,0,0,0,0
4.57,Short,M,No,43,0,0,0,0,1,1,0
6.57,Long,M,Yes,37,1,0,1,0,0,1,0
4.7,Short,F,Yes,23,0,0,0,0,0,0,0
5.24,Short,M,Yes,24,1,0,0,0,0,1,0
4.62,Long,F,Yes,25,1,0,1,0,1,1,1
7.8,Medium,M,No,21,1,0,0,0,0,0,0
4.79,Short,M,No,48,1,1,0,0,1,0,0
5.51,Long,F,No,29,0,1,0,0,0,0,0
5.07,Short,F,Yes,28,0,0,0,0,0,0,0
3.94,Medium,M,Yes,54,1,0,0,0,0,1,0
7.45,Medium,M,No,22,0,0,0,0,0,0,0
2.19,Long,M,No,23,0,1,0,0,1,1,0
2.14,Long,F,Yes,24,0,1,0,0,1,1,0
4.08,Medium,M,Yes,18,0,0,0,0,0,0,0
8.69,Long,F,Yes,28,0,1,0,1,0,1,0
2.94,Long,F,Yes,28,1,0,1,0,0,1,0
3.79,Medium,M,Yes,49,0,1,1,0,0,1,0
5.13,Long,M,Yes,34,1,1,1,0,0,1,1
7.97,Short,M,No,24,1,0,0,0,1,0,1
3.33,Long,F,No,24,0,1,1,1,0,1,1
8.68,Medium,F,No,49,1,1,1,0,1,1,0
2.75,Long,F,Yes,25,0,1,0,0,1,1,0
3.92,Long,M,Yes,44,0,0,0,0,0,0,0
3.92,Medium,M,Yes,53,0,0,0,0,1,0,0
3.09,Long,F,No,27,0,0,0,0,0,0,0
2.01,Long,F,No,39,1,1,1,0,1,1,1
7.94,Medium,M,No,25,0,1,0,0,0,0,0
9.08,Short,F,No,53,1,0,1,0,0,1,0
2.85,Medium,F,No,22,0,0,0,0,1,0,0
2.62,Long,F,No,55,1,0,0,0,1,0,0
5.97,Long,F,No,36,0,0,0,0,1,0,0
9.71,Long,F,No,38,1,1,0,0,0,0,1
7.91,Medium,M,Yes,34,0,0,0,0,0,0,0
2.85,Short,F,No,31,1,1,1,0,0,1,0
6.39,Short,M,Yes,31,0,1,0,0,0,0,0
8.78,Medium,M,No,22,0,0,0,0,0,0,0
2.98,Long,M,No,52,1,0,0,0,0,0,1
5.44,Long,F,Yes,52,1,0,0,1,0,0,1
8.02,Long,F,Yes,40,1,1,0,0,1,1,1
3.64,Short,F,Yes,20,0,0,0,0,1,0,1
9.77,Medium,M,Yes,42,0,0,0,0,0,0,1
4.31,Long,F,Yes,26,1,0,1,0,0,1,0
6.39,Medium,M,No,44,1,1,0,0,0,1,0
6.91,Long,M,No,55,1,0,0,0,1,0,0
6.12,Medium,M,Yes,39,0,0,0,0,1,1,0
5.67,Medium,F,Yes,32,1,0,0,0,0,1,0
6.53,Medium,M,No,49,1,1,0,1,1,0,0
5.67,Short,M,No,22,0,0,0,0,0,0,0
5.27,Medium,M,No,44,0,0,0,0,0,0,0
3.71,Long,F,Yes,42,1,1,0,0,0,1,0
6.45,Long,M,Yes,25,1,1,1,0,0,1,0
4.13,Long,M,Yes,19,0,0,0,0,0,1,0
8.81,Long,F,No,54,0,0,0,0,0,0,0
5.44,Long,F,Yes,41,1,0,0,0,0,0,0
2.25,Medium,F,Yes,38,0,0,0,0,0,0,0
3.73,Medium,M,No,53,0,0,0,0,0,1,0
4.83,Short,M,Yes,48,1,1,1,0,1,1,1
2.34,Long,F,Yes,21,1,0,1,1,0,0,1
8.41,Medium,M,No,20,0,0,0,0,0,0,0
5.72,Medium,F,Yes,44,0,0,0,0,0,1,1
2.96,Long,M,Yes,45,0,0,0,0,0,0,1
2.84,Medium,F,Yes,49,1,1,0,0,0,1,0
6.45,Medium,M,No,27,0,0,0,0,0,1,0
9.13,Long,F,Yes,40,1,0,0,0,0,0,0
5.54,Long,M,Yes,27,1,1,1,0,0,1,0
8.39,Long,F,Yes,24,0,0,0,0,0,1,0
4.65,Medium,M,Yes,19,0,0,0,0,0,0,0
8.49,Long,M,No,23,0,0,0,0,0,0,1
5.99,Medium,F,No,29,0,0,0,0,0,0,0
4.55,Medium,F,No,27,0,0,0,0,1,0,0
10.01,Medium,M,Yes,27,1,1,0,1,1,1,0
4.24,Short,F,Yes,43,1,0,0,1,1,0,0
6.53,Medium,F,No,29,1,0,0,0,0,1,1
8.81,Medium,M,No,31,1,0,0,0,0,0,0
6.97,Long,F,Yes,38,1,0,0,0,1,0,1
7.79,Medium,F,Yes,53,0,0,1,0,0,1,0
8.02,Long,F,No,38,1,1,1,0,0,1,0
7.63,Medium,F,No,37,0,0,0,0,1,0,1
8.93,Medium,M,Yes,30,1,0,0,0,0,0,0
6.38,Short,F,No,34,0,0,0,1,0,0,0
6.45,Short,F,Yes,55,0,0,0,0,0,0,0
7.32,Long,M,No,22,1,1,0,0,0,0,0
9.24,Short,M,No,34,0,0,0,0,0,0,0
4.24,Medium,M,Yes,30,0,0,0,0,1,0,0
7.01,Medium,F,No,37,1,1,1,0,0,1,0
7.52,Long,F,No,56,0,0,0,0,0,0,0
6.08,Medium,M,No,51,0,1,0,0,0,1,0
6.16,Medium,F,Yes,36,0,0,0,0,1,0,0
4.54,Medium,F,Yes,21,1,0,0,0,0,1,0
2.36,Medium,F,No,49,1,1,0,0,0,1,0
8.08,Short,F,Yes,35,1,0,0,0,0,1,0
7.85,Long,M,No,37,1,1,0,0,0,1,1
2.71,Medium,F,No,37,1,1,0,0,0,0,0
7.09,Long,F,No,52,0,0,0,0,0,0,0
5.84,Long,F,Yes,51,0,0,0,0,0,1,0
8.52,Medium,F,No,21,0,0,0,0,0,0,0
6.28,Long,M,No,37,1,0,0,0,0,1,0
4.09,Short,M,No,39,0,0,0,0,0,0,0
8.56,Long,M,No,39,1,1,1,0,0,0,0
3.78,Long,M,Yes,46,0,0,0,0,0,0,0
8.08,Medium,M,No,21,0,0,0,0,1,0,0
3.49,Medium,M,No,48,0,0,0,0,1,0,1
9.12,Medium,M,No,37,0,0,0,0,0,0,0
6.93,Medium,M,No,36,1,1,1,0,0,1,1
4.33,Medium,F,Yes,37,0,0,0,0,0,0,0
3.35,Long,M,No,30,0,1,0,0,1,1,1
7.33,Short,F,Yes,27,0,0,0,0,1,0,0
5.89,Medium,F,No,30,0,1,0,0,0,1,1
7.49,Long,F,No,43,0,0,0,0,0,0,0
7.47,Long,M,No,37,0,0,0,0,0,0,0
8.16,Short,F,Yes,28,0,0,0,1,1,0,0
8.05,Medium,F,No,22,1,1,1,0,0,1,0
2.27,Medium,F,No,53,1,0,0,0,1,0,0
2.4,Long,F,Yes,27,1,0,0,0,0,0,0
7.54,Long,F,Yes,31,1,0,1,0,0,1,0
7.11,Short,F,No,51,0,1,1,0,1,1,0
5.54,Long,M,Yes,27,0,0,0,0,0,0,0
4.75,Short,F,No,44,0,0,1,0,1,1,0
2.17,Medium,F,No,24,1,1,0,0,0,1,1
9.98,Long,M,Yes,22,0,1,0,0,0,1,0
7.52,Medium,F,No,51,0,0,1,1,0,1,0
2.3,Short,F,No,21,0,0,0,0,0,0,0
7.07,Medium,F,No,54,0,0,0,0,0,0,0
7.58,Short,F,Yes,46,0,0,0,0,0,1,0
3.77,Medium,M,No,31,0,0,0,0,1,0,1
7.32,Medium,F,Yes,28,0,0,0,0,0,0,0
7.73,Long,F,Yes,23,0,0,0,0,0,0,0
8.75,Long,F,No,30,1,0,0,1,0,0,1
6.96,Short,M,No,36,0,0,0,1,1,0,1
7.29,Short,F,No,20,0,0,0,0,0,0,0
6.32,Short,M,No,34,0,0,0,0,0,1,0
7.2,Long,M,Yes,52,1,0,0,0,1,0,0
2.75,Long,M,No,49,0,0,0,0,0,0,0
6.8,Long,F,Yes,43,0,0,0,1,1,0,0
9.2,Long,F,Yes,50,0,0,0,0,1,0,0
2.9,Medium,M,No,51,0,0,0,0,1,0,0
3.28,Long,M,No,41,0,1,0,0,0,1,0
2.66,Medium,F,Yes,51,1,0,0,0,1,0,0
9.32,Long,F,Yes,50,0,0,0,0,0,1,0
9.51,Short,M,No,37,0,0,0,0,0,0,0
6.15,Long,M,No,34,0,1,1,0,0,1,0
7.67,Medium,F,Yes,31,0,0,0,0,0,0,0
3.11,Short,F,No,33,0,0,0,0,0,0,0
4.97,Medium,M,No,29,1,0,0,1,0,0,0
6.56,Medium,M,No,55,0,1,0,0,0,1,0
9.18,Long,F,No,30,0,0,0,0,0,0,0
4.73,Short,M,Yes,51,1,0,0,1,0,1,0
3.19,Medium,M,No,29,1,0,1,0,0,1,0
4.32,Medium,M,Yes,35,0,0,0,0,0,0,0
8.65,Medium,F,Yes,49,0,0,0,0,0,0,0
7.11,Medium,F,Yes,33,1,0,0,0,0,0,0
3.58,Short,F,No,54,1,1,1,0,0,1,0
5.37,Medium,M,Yes,30,0,1,0,0,0,1,0
3.96,Long,F,Yes,46,0,0,0,0,1,0,0
2.04,Short,F,Yes,26,1,0,1,1,0,0,1
6.99,Medium,F,No,41,0,0,0,0,0,0,0
6.71,Short,M,No,23,1,0,0,0,0,1,0
3.15,Long,F,Yes,20,0,0,0,1,1,0,0
9.36,Long,F,Yes,33,0,0,0,0,0,1,0
5.99,Long,F,No,50,0,0,0,0,0,1,0
3,Medium,M,Yes,24,1,1,0,0,0,1,0
8.67,Medium,M,No,37,1,0,0,0,0,1,0
6.52,Medium,M,No,21,0,0,0,0,0,0,0
7.57,Long,M,Yes,48,0,0,0,1,0,0,0
10.07,Long,M,Yes,21,1,1,1,1,0,1,0
7.77,Short,M,Yes,42,0,0,0,0,0,0,0
4.28,Long,M,Yes,43,0,1,0,0,1,1,0
9.97,Long,M,Yes,23,0,0,0,0,1,0,0
7.07,Medium,M,Yes,25,0,0,0,0,0,0,0
6.37,Long,F,Yes,27,0,0,0,0,0,0,0
5.55,Short,F,No,39,0,1,1,0,1,1,0
4.27,Medium,M,Yes,53,0,0,0,0,0,0,0
8.84,Long,M,Yes,35,0,0,0,0,0,0,0
6.95,Long,F,No,50,0,1,1,0,1,1,0
6.58,Long,F,Yes,52,0,0,0,1,0,0,1
5.6,Medium,M,Yes,21,0,0,0,0,0,0,0
9,Long,F,Yes,40,0,0,1,0,0,1,0
4.57,Medium,M,Yes,47,0,0,0,0,1,0,0
5.81,Medium,F,No,30,0,0,0,0,0,1,0
3.12,Medium,F,Yes,26,0,0,0,0,0,1,0
2.36,Medium,M,No,31,1,1,0,0,1,0,0
6.52,Long,M,No,49,0,0,0,0,0,1,0
2.12,Long,F,No,30,0,0,0,0,0,0,0
7.29,Short,F,Yes,26,1,0,0,0,0,0,0
6.64,Long,F,No,20,0,0,0,0,0,1,0
7.03,Long,F,Yes,46,0,0,0,0,0,0,0
4.24,Medium,F,No,42,1,1,0,0,0,1,0
3.07,Long,M,Yes,26,0,0,0,0,1,0,0
8.31,Long,F,Yes,44,0,0,1,0,0,0,0
2.51,Long,F,No,21,0,0,0,0,0,1,0
6.49,Medium,F,No,31,0,1,0,0,0,0,0
2.89,Medium,F,Yes,27,1,0,0,0,1,1,0
2.48,Long,F,No,33,1,1,1,0,0,1,0
7.62,Long,F,No,20,1,1,1,1,0,1,0
3.23,Short,M,No,20,0,0,0,0,0,0,0
2.82,Medium,M,Yes,44,1,0,0,0,0,0,0
5.02,Medium,F,Yes,31,0,0,0,0,1,0,0
2.89,Short,F,No,45,0,0,0,0,0,0,0
3.46,Long,F,No,43,0,0,0,0,0,1,0
9.24,Medium,M,No,54,1,1,0,0,0,1,0
5.96,Medium,F,Yes,52,0,0,0,0,1,0,0
8.01,Short,M,Yes,30,0,0,1,0,0,1,0
3.2,Long,M,No,40,0,1,0,0,0,0,0
4.21,Short,M,Yes,32,1,1,1,0,0,1,0
8.79,Medium,F,No,36,0,0,0,0,1,0,0
3.23,Long,M,Yes,51,0,1,0,0,0,1,1
3.17,Long,F,Yes,46,0,0,0,0,0,1,0
4.56,Long,M,Yes,48,0,0,0,0,0,0,0
6.78,Medium,F,Yes,23,0,0,0,0,0,0,0
3.72,Medium,F,No,30,1,1,0,0,0,1,0
9.23,Medium,M,No,47,0,1,0,0,1,1,0
6.14,Medium,F,Yes,26,1,0,1,1,1,1,0
4.8,Medium,F,Yes,50,1,1,0,1,1,1,0
3.01,Short,F,No,54,1,0,0,0,0,0,0
3.2,Medium,F,No,25,0,1,1,0,0,1,0
5.63,Long,F,No,28,0,0,0,0,0,0,1
9.52,Short,M,Yes,24,0,0,0,0,0,0,0
5.64,Long,F,Yes,24,0,0,0,0,1,0,1
6.33,Short,F,Yes,20,1,1,1,0,0,1,1
8.45,Medium,F,No,53,1,1,1,0,0,1,1
2.79,Medium,M,Yes,53,0,0,0,0,0,0,0
4.46,Long,F,No,53,0,0,0,0,0,0,1
8.32,Long,M,Yes,46,1,0,0,0,1,0,0
9.24,Long,M,No,39,0,0,0,0,1,0,0
2.84,Medium,F,Yes,53,0,0,0,0,0,1,0
6.49,Long,M,No,23,1,1,0,1,1,1,0
3.59,Long,F,No,21,0,0,0,0,0,0,0
4.43,Medium,F,No,49,0,0,1,0,1,0,1
2.56,Short,M,Yes,26,0,0,0,0,1,0,0
2.24,Medium,F,No,18,1,0,0,0,0,0,0
8.62,Short,M,No,48,1,0,0,0,0,1,0
5.23,Medium,F,No,35,1,1,1,1,0,1,1
4.31,Medium,M,No,41,1,1,0,0,0,1,1
4.8,Long,F,No,32,1,1,1,0,0,1,0
3.96,Long,M,Yes,31,1,0,1,0,0,1,0
9.33,Long,F,No,41,0,0,0,0,1,0,0
2.93,Medium,F,Yes,34,0,0,0,0,0,0,0
4.48,Medium,M,Yes,24,0,0,1,0,0,0,0
4.69,Short,F,No,50,0,0,0,0,0,0,0
3.11,Medium,M,No,27,1,0,1,1,1,0,1
2.26,Medium,F,No,23,0,1,0,0,0,1,0
2.84,Medium,F,Yes,52,0,0,0,0,0,0,1
7.37,Long,M,Yes,48,0,0,0,0,0,1,0
2.14,Short,F,Yes,50,0,0,0,0,0,0,0
2.1,Medium,F,No,30,0,0,0,0,0,0,0
7.15,Short,F,Yes,24,1,1,1,0,1,1,0
8.61,Long,M,Yes,34,0,1,0,0,1,1,1
3.74,Medium,F,Yes,36,1,0,0,1,0,0,1
2.24,Medium,F,Yes,32,1,1,1,0,1,1,0
6.54,Long,F,Yes,40,1,1,1,0,0,1,0
6.52,Medium,M,Yes,39,1,0,0,0,0,1,0
7.38,Medium,F,Yes,47,0,0,0,1,0,0,1
6.41,Short,F,Yes,43,1,1,1,0,0,1,0
4.44,Medium,M,Yes,54,1,0,0,0,0,0,0
6.05,Medium,M,Yes,34,0,0,0,0,0,0,0
3.14,Long,F,Yes,26,0,0,0,0,0,0,0
6.59,Short,F,No,38,0,0,0,0,0,0,0
8.55,Long,M,Yes,36,0,0,0,0,1,0,0
9.12,Medium,F,Yes,34,0,0,0,0,1,1,1
9.94,Short,M,No,53,1,0,0,1,1,1,1
8.2,Medium,M,No,44,0,0,0,0,0,0,0
7.96,Medium,F,Yes,50,1,0,1,0,0,1,1
2.95,Long,F,Yes,54,0,0,0,0,0,0,0
6.13,Medium,F,No,43,0,0,0,0,1,0,0
2.19,Long,M,Yes,47,0,0,0,0,1,0,0
5.97,Short,M,Yes,32,0,0,0,0,0,0,0
9.52,Long,M,Yes,42,1,0,0,0,0,1,0
2.85,Long,F,No,45,0,0,0,1,1,0,0
6.68,Short,F,Yes,20,0,0,0,0,0,0,0
7.82,Short,F,Yes,29,0,0,0,0,0,0,1
7.51,Long,M,No,31,0,0,0,0,0,0,0
5.42,Medium,M,Yes,48,1,1,1,0,0,1,0
5.73,Long,M,No,32,0,0,0,1,1,0,0
8.45,Long,F,No,41,0,0,1,0,0,0,0
2.44,Medium,M,Yes,35,1,1,1,0,0,1,1
2.69,Short,M,Yes,24,0,0,0,0,0,1,0
4.03,Medium,M,No,52,0,0,0,0,0,1,0
7.83,Long,F,Yes,42,0,1,0,0,1,0,0
6.57,Medium,F,No,39,0,0,0,0,0,1,0
8.68,Short,M,Yes,39,1,0,1,0,1,1,0
8.53,Long,M,No,35,0,0,0,1,1,0,0
7.86,Medium,M,No,28,1,1,1,0,1,1,1
2.27,Long,F,No,36,1,0,1,0,0,0,0
2.26,Medium,M,No,53,1,1,0,0,1,0,0
9.96,Medium,F,No,24,1,1,0,0,1,0,0
9.78,Long,M,Yes,31,1,0,0,0,0,0,0
3.15,Long,F,Yes,28,0,0,0,0,1,0,1
5.31,Short,M,Yes,28,0,0,0,0,0,0,0
9.32,Long,F,Yes,27,0,0,0,0,0,0,0
5.09,Long,F,No,50,0,0,0,0,0,1,0
5.41,Long,F,No,38,1,1,1,0,1,1,1
7.13,Medium,M,Yes,46,0,0,0,0,0,0,0
6.26,Long,M,No,22,0,0,0,0,1,1,0
8.7,Medium,F,No,46,0,0,0,1,0,0,1
5.86,Medium,M,No,38,1,0,0,0,1,0,0
6.31,Medium,M,No,53,0,0,0,0,0,0,0
9.37,Long,M,Yes,46,1,1,1,0,1,1,0
3.73,Short,M,Yes,55,1,1,0,1,0,1,0
7.43,Medium,F,Yes,23,0,1,0,0,0,1,0
4.6,Long,F,Yes,31,0,0,0,0,0,0,0
7.25,Medium,F,Yes,52,1,0,0,0,0,0,0
5,Medium,M,No,43,0,0,0,0,0,0,0
9.15,Long,M,Yes,55,1,1,0,0,1,1,0
7.59,Long,F,No,50,0,0,0,0,0,0,0
3.86,Long,M,Yes,43,0,0,0,0,0,0,0
7.7,Medium,F,No,44,0,0,0,0,0,0,0
9.56,Short,M,No,32,1,1,0,0,0,1,0
5.83,Short,M,No,21,1,1,1,0,0,1,0
5.12,Medium,F,No,30,0,0,0,0,1,0,0
5.71,Short,M,Yes,52,1,1,0,1,1,1,0
9.87,Short,F,No,57,0,0,0,0,0,0,1
9.59,Short,M,Yes,46,0,0,0,0,0,0,0
3.57,Medium,F,No,37,0,0,0,0,1,0,0
5.17,Short,F,No,31,1,1,0,0,0,1,0
5.75,Long,F,No,26,1,1,1,0,0,1,1
3.23,Short,M,No,33,0,1,1,0,1,1,0
6.87,Short,F,Yes,50,1,1,1,0,0,1,0
2.74,Short,F,Yes,51,0,0,0,0,0,0,1
3.45,Long,F,Yes,35,0,0,0,0,0,0,0
7.43,Long,F,Yes,50,0,0,0,0,1,1,0
7.1,Short,M,No,54,1,1,1,0,0,1,0
5.18,Medium,F,Yes,30,1,1,0,0,0,0,0
7.92,Medium,F,No,32,0,0,0,0,0,1,0
3.67,Long,F,Yes,45,1,0,0,0,0,1,0
6.43,Long,F,Yes,21,0,0,0,0,0,0,0
7.14,Medium,M,Yes,18,0,1,0,0,1,1,0
3.39,Medium,F,Yes,25,0,0,1,0,0,0,0
2.03,Short,M,Yes,23,0,0,0,0,1,0,0
8.63,Medium,M,No,43,1,0,1,1,0,1,0
2.63,Short,F,No,49,0,0,0,0,0,1,0
6,Medium,F,Yes,45,0,0,0,0,1,0,0
3.93,Medium,M,No,20,0,0,0,1,1,0,0
4.7,Short,M,No,49,1,0,1,1,1,1,1
6.42,Long,M,Yes,38,0,0,0,0,0,0,1
4.53,Short,F,Yes,20,1,1,1,0,0,1,0
5.22,Short,M,Yes,25,1,1,0,0,1,0,0
4.73,Long,F,Yes,27,0,0,0,0,0,0,0
7.84,Medium,M,No,25,0,0,0,0,0,0,0
4.87,Short,M,No,51,1,0,0,0,1,1,0
5.51,Long,F,No,28,0,0,0,1,0,0,0
5.19,Short,F,Yes,29,1,1,0,0,0,1,0
3.95,Medium,M,Yes,54,1,0,0,0,0,1,0
7.45,Medium,M,No,22,1,0,0,0,0,0,0
2.19,Long,M,No,26,0,0,0,0,0,1,0
2.21,Long,F,Yes,24,0,0,0,0,0,1,0
4.16,Medium,M,Yes,18,1,0,0,0,1,1,0
8.74,Long,F,Yes,26,0,0,0,0,1,0,0
3.08,Long,F,Yes,26,1,0,0,1,0,0,0
3.78,Medium,M,Yes,47,1,0,1,0,0,1,0
5.08,Long,M,Yes,38,0,0,0,0,0,0,0
7.89,Short,M,No,28,1,1,1,0,1,1,0
3.31,Long,F,No,25,0,0,0,0,1,0,0
8.5,Medium,F,No,48,1,1,1,0,0,1,1
2.88,Long,F,Yes,29,1,1,0,0,0,1,0
3.91,Long,M,Yes,48,0,0,0,1,0,0,1
3.95,Medium,M,Yes,51,0,0,0,0,0,0,0
2.99,Long,F,No,27,0,0,0,0,0,0,0
2.09,Long,F,No,40,1,0,0,0,0,1,0
8.04,Medium,M,No,21,0,0,0,0,1,0,0
8.92,Short,F,No,50,1,0,0,0,0,1,1
2.82,Medium,F,No,22,1,0,0,0,1,1,1
2.51,Long,F,No,54,0,1,0,0,1,1,0
6.13,Long,F,No,40,1,0,0,0,0,0,0
9.86,Long,F,No,36,0,0,0,1,0,0,0
7.95,Medium,M,Yes,34,0,0,0,1,1,0,0
2.85,Short,F,No,33,1,1,0,0,0,0,1
6.37,Short,M,Yes,35,1,0,0,1,1,0,1
8.6,Medium,M,No,21,0,0,0,0,0,0,0
2.95,Long,M,No,50,0,0,0,0,0,0,0
